Date,StoreID,ProductID,StockLevel,delivery_units,WasteQty,StockoutFlag
2025-09-22,S007,SKU_BER04,69,47,5,0
2025-09-22,S007,SKU_LEA01,76,52,6,0
2025-09-22,S007,SKU_LEA02,89,60,6,0
2025-09-22,S007,SKU_LEA03,84,54,6,0
2025-09-22,S007,SKU_LEA04,84,59,8,0
2025-09-22,S007,SKU_BAN01,99,73,5,0
2025-09-22,S007,SKU_BAN02,117,76,5,0
2025-09-22,S007,SKU_BAN03,117,77,5,0
2025-09-22,S007,SKU_BAN04,109,74,5,0
2025-09-22,S007,SKU_CIT01,60,38,0,0
2025-09-22,S007,SKU_CIT02,57,38,1,0
2025-09-22,S007,SKU_CIT03,57,39,1,0
2025-09-22,S007,SKU_CIT04,61,38,1,0
2025-09-22,S007,SKU_TOM01,94,68,5,0
2025-09-22,S007,SKU_TOM02,95,69,5,0
2025-09-22,S007,SKU_TOM03,105,72,4,0
2025-09-22,S007,SKU_TOM04,100,72,5,0
2025-09-22,S007,SKU_ROO01,96,60,1,0
2025-09-22,S007,SKU_ROO02,95,58,1,0
2025-09-22,S007,SKU_ROO03,94,61,2,0
2025-09-22,S007,SKU_ROO04,90,60,2,0
2025-09-22,S008,SKU_BER01,62,45,4,0
2025-09-22,S008,SKU_BER02,60,43,4,0
2025-09-22,S008,SKU_BER03,59,42,5,0
2025-09-22,S008,SKU_BER04,62,44,4,0
2025-09-22,S008,SKU_LEA01,78,52,7,0
2025-09-22,S008,SKU_LEA02,88,57,5,0
2025-09-22,S008,SKU_LEA03,76,56,7,0
2025-09-22,S008,SKU_LEA04,80,58,6,0
2025-09-22,S008,SKU_BAN01,106,76,6,0
2025-09-22,S008,SKU_BAN02,101,73,6,0
2025-09-22,S008,SKU_BAN03,109,80,4,0
2025-09-22,S008,SKU_BAN04,114,72,5,0
2025-09-22,S008,SKU_CIT01,56,37,1,0
2025-09-22,S008,SKU_CIT02,62,38,1,0
2025-09-22,S008,SKU_CIT03,59,39,1,0
2025-09-22,S008,SKU_CIT04,57,38,1,0
2025-09-22,S008,SKU_TOM01,99,67,5,0
2025-09-22,S008,SKU_TOM02,103,68,6,0
2025-09-22,S008,SKU_TOM03,110,71,5,0
2025-09-22,S008,SKU_TOM04,98,70,5,0
2025-09-22,S008,SKU_ROO01,93,59,1,0
2025-09-22,S008,SKU_ROO02,81,57,1,0
2025-09-22,S008,SKU_ROO03,94,64,1,0
2025-09-22,S008,SKU_ROO04,92,59,1,0
2025-09-22,S009,SKU_BER01,64,47,6,0
2025-09-22,S009,SKU_BER02,67,45,4,0
2025-09-22,S009,SKU_BER03,66,45,6,0
2025-09-22,S009,SKU_BER04,66,47,5,0
2025-09-22,S009,SKU_LEA01,79,52,7,0
2025-09-22,S009,SKU_LEA02,86,57,6,0
2025-09-22,S009,SKU_LEA03,80,56,7,0
2025-09-22,S009,SKU_LEA04,74,53,7,0
2025-09-22,S009,SKU_BAN01,111,79,6,0
2025-09-22,S009,SKU_BAN02,110,72,5,0
2025-09-22,S009,SKU_BAN03,108,74,5,0
2025-09-22,S009,SKU_BAN04,124,79,6,0
2025-09-22,S009,SKU_CIT01,58,37,1,0
2025-09-22,S009,SKU_CIT02,52,37,0,0
2025-09-22,S009,SKU_CIT03,56,39,1,0
2025-09-22,S009,SKU_CIT04,61,37,1,0
2025-09-22,S009,SKU_TOM01,99,69,4,0
2025-09-22,S009,SKU_TOM02,103,68,4,0
2025-09-22,S009,SKU_TOM03,97,70,4,0
2025-09-22,S009,SKU_TOM04,104,70,5,0
2025-09-22,S009,SKU_ROO01,84,62,1,0
2025-09-22,S009,SKU_ROO02,89,59,1,0
2025-09-22,S009,SKU_ROO03,99,65,1,0
2025-09-22,S009,SKU_ROO04,99,62,1,0
2025-09-22,S010,SKU_BER01,69,48,5,0
2025-09-22,S010,SKU_BER02,65,45,5,0
2025-09-22,S010,SKU_BER03,60,45,4,0
2025-09-22,S010,SKU_BER04,69,45,5,0
2025-09-22,S010,SKU_LEA01,80,55,8,0
2025-09-22,S010,SKU_LEA02,82,59,7,0
2025-09-22,S010,SKU_LEA03,89,55,6,0
2025-09-22,S010,SKU_LEA04,89,57,6,0
2025-09-22,S010,SKU_BAN01,113,77,6,0
2025-09-22,S010,SKU_BAN02,118,79,5,0
2025-09-22,S010,SKU_BAN03,114,77,6,0
2025-09-22,S010,SKU_BAN04,99,75,5,0
2025-09-22,S010,SKU_CIT01,62,37,1,0
2025-09-22,S010,SKU_CIT02,56,38,1,0
2025-09-22,S010,SKU_CIT03,58,38,1,0
2025-09-22,S010,SKU_CIT04,64,38,1,0
2025-09-22,S010,SKU_TOM01,99,69,4,0
2025-09-22,S010,SKU_TOM02,104,67,5,0
2025-09-22,S010,SKU_TOM03,98,66,4,0
2025-09-22,S010,SKU_TOM04,112,70,6,0
2025-09-22,S010,SKU_ROO01,88,59,2,0
2025-09-22,S010,SKU_ROO02,101,60,1,0
2025-09-22,S010,SKU_ROO03,85,59,1,0
2025-09-22,S010,SKU_ROO04,100,65,2,0
2025-09-22,S011,SKU_BER01,64,44,4,0
2025-09-22,S011,SKU_BER02,63,45,5,0
2025-09-22,S011,SKU_BER03,60,46,6,0
2025-09-22,S011,SKU_BER04,67,47,5,0
2025-09-22,S011,SKU_LEA01,81,56,6,0
2025-09-22,S011,SKU_LEA02,80,59,8,0
2025-09-22,S011,SKU_LEA03,85,56,9,0
2025-09-22,S011,SKU_LEA04,84,56,6,0
2025-09-22,S011,SKU_BAN01,110,75,6,0
2025-09-22,S011,SKU_BAN02,116,75,6,0
2025-09-22,S011,SKU_BAN03,108,78,5,0
2025-09-22,S011,SKU_BAN04,116,78,6,0
2025-09-22,S011,SKU_CIT01,61,38,0,0
2025-09-22,S011,SKU_CIT02,56,36,1,0
2025-09-22,S011,SKU_CIT03,55,39,1,0
2025-09-22,S011,SKU_CIT04,59,38,1,0
2025-09-22,S011,SKU_TOM01,98,69,6,0
2025-09-22,S011,SKU_TOM02,100,70,5,0
2025-09-22,S011,SKU_TOM03,105,67,4,0
2025-09-22,S011,SKU_TOM04,97,71,4,0
2025-09-22,S011,SKU_ROO01,95,59,2,0
2025-09-22,S011,SKU_ROO02,93,62,1,0
2025-09-22,S011,SKU_ROO03,98,60,2,0
2025-09-22,S011,SKU_ROO04,99,63,2,0
2025-09-22,S012,SKU_BER01,70,47,7,0
2025-09-22,S012,SKU_BER02,67,47,6,0
2025-09-22,S012,SKU_BER03,62,43,4,0
2025-09-22,S012,SKU_BER04,68,47,5,0
2025-09-22,S012,SKU_LEA01,75,55,5,0
2025-09-22,S012,SKU_LEA02,82,57,5,0
2025-09-22,S012,SKU_LEA03,82,57,7,0
2025-09-22,S012,SKU_LEA04,76,54,7,0
2025-09-22,S012,SKU_BAN01,108,74,4,0
2025-09-22,S012,SKU_BAN02,108,78,5,0
2025-09-22,S012,SKU_BAN03,116,78,6,0
2025-09-22,S012,SKU_BAN04,116,78,6,0
2025-09-22,S012,SKU_CIT01,53,37,0,0
2025-09-22,S012,SKU_CIT02,63,39,1,0
2025-09-22,S012,SKU_CIT03,61,40,1,0
2025-09-22,S012,SKU_CIT04,53,37,1,0
2025-09-22,S012,SKU_TOM01,96,64,4,0
2025-09-22,S012,SKU_TOM02,103,70,5,0
2025-09-22,S012,SKU_TOM03,102,66,6,0
2025-09-22,S012,SKU_TOM04,107,67,4,0
2025-09-22,S012,SKU_ROO01,90,61,1,0
2025-09-22,S012,SKU_ROO02,83,60,2,0
2025-09-22,S012,SKU_ROO03,86,59,1,0
2025-09-22,S012,SKU_ROO04,94,61,2,0
2025-09-22,S013,SKU_BER01,66,46,5,0
2025-09-22,S013,SKU_BER02,59,43,6,0
2025-09-22,S013,SKU_BER03,70,43,6,0
2025-09-22,S013,SKU_BER04,71,43,4,0
2025-09-22,S013,SKU_LEA01,68,52,7,0
2025-09-22,S013,SKU_LEA02,77,56,6,0
2025-09-22,S013,SKU_LEA03,81,57,5,0
2025-09-22,S013,SKU_LEA04,82,58,7,0
2025-09-22,S013,SKU_BAN01,105,75,5,0
2025-09-22,S013,SKU_BAN02,125,79,7,0
2025-09-22,S013,SKU_BAN03,123,81,5,0
2025-09-22,S013,SKU_BAN04,111,79,5,0
2025-09-22,S013,SKU_CIT01,51,36,1,0
2025-09-22,S013,SKU_CIT02,54,36,1,0
2025-09-22,S013,SKU_CIT03,57,39,1,0
2025-09-22,S013,SKU_CIT04,58,37,1,0
2025-09-22,S013,SKU_TOM01,100,66,4,0
2025-09-22,S013,SKU_TOM02,101,67,6,0
2025-09-22,S013,SKU_TOM03,108,72,5,0
2025-09-22,S013,SKU_TOM04,98,67,6,0
2025-09-22,S013,SKU_ROO01,91,63,2,0
2025-09-22,S013,SKU_ROO02,88,57,1,0
2025-09-22,S013,SKU_ROO03,89,61,1,0
2025-09-22,S013,SKU_ROO04,85,62,1,0
2025-09-22,S014,SKU_BER01,61,45,5,0
2025-09-22,S014,SKU_BER02,62,46,6,0
2025-09-22,S014,SKU_BER03,63,44,4,0
2025-09-22,S014,SKU_BER04,65,45,6,0
2025-09-22,S014,SKU_LEA01,79,55,5,0
2025-09-22,S014,SKU_LEA02,86,57,6,0
2025-09-22,S014,SKU_LEA03,68,56,6,0
2025-09-22,S014,SKU_LEA04,80,54,6,0
2025-09-22,S014,SKU_BAN01,110,78,5,0
2025-09-22,S014,SKU_BAN02,108,79,5,0
2025-09-22,S014,SKU_BAN03,118,80,6,0
2025-09-22,S014,SKU_BAN04,109,78,5,0
2025-09-22,S014,SKU_CIT01,59,39,1,0
2025-09-22,S014,SKU_CIT02,56,38,1,0
2025-09-22,S014,SKU_CIT03,49,37,1,0
2025-09-22,S014,SKU_CIT04,62,40,1,0
2025-09-22,S014,SKU_TOM01,97,70,4,0
2025-09-22,S014,SKU_TOM02,99,70,4,0
2025-09-22,S014,SKU_TOM03,99,66,4,0
2025-09-22,S014,SKU_TOM04,90,67,4,0
2025-09-22,S014,SKU_ROO01,89,57,1,0
2025-09-22,S014,SKU_ROO02,79,57,1,0
2025-09-22,S014,SKU_ROO03,85,61,1,0
2025-09-22,S014,SKU_ROO04,94,61,1,0
2025-09-22,S015,SKU_BER01,65,45,5,0
2025-09-22,S015,SKU_BER02,64,46,5,0
2025-09-22,S015,SKU_BER03,70,45,5,0
2025-09-22,S015,SKU_BER04,65,45,5,0
2025-09-22,S015,SKU_LEA01,90,55,6,0
2025-09-22,S015,SKU_LEA02,79,57,7,0
2025-09-22,S015,SKU_LEA03,85,57,6,0
2025-09-22,S015,SKU_LEA04,88,59,8,0
2025-09-22,S015,SKU_BAN01,111,76,5,0
2025-09-22,S015,SKU_BAN02,114,74,5,0
2025-09-22,S015,SKU_BAN03,115,77,6,0
2025-09-22,S015,SKU_BAN04,121,78,5,0
2025-09-22,S015,SKU_CIT01,47,36,0,0
2025-09-22,S015,SKU_CIT02,55,38,1,0
2025-09-22,S015,SKU_CIT03,58,37,1,0
2025-09-22,S015,SKU_CIT04,59,39,1,0
2025-09-22,S015,SKU_TOM01,102,69,6,0
2025-09-22,S015,SKU_TOM02,103,69,6,0
2025-09-22,S015,SKU_TOM03,91,66,4,0
2025-09-22,S015,SKU_TOM04,97,67,5,0
2025-09-22,S015,SKU_ROO01,94,59,1,0
2025-09-22,S015,SKU_ROO02,87,58,1,0
2025-09-22,S015,SKU_ROO03,99,60,1,0
2025-09-22,S015,SKU_ROO04,92,65,1,0
2025-09-22,S016,SKU_BER01,68,45,5,0
2025-09-22,S016,SKU_BER02,75,46,5,0
2025-09-22,S016,SKU_BER03,65,46,4,0
2025-09-22,S016,SKU_BER04,63,45,5,0
2025-09-22,S016,SKU_LEA01,81,53,8,0
2025-09-22,S016,SKU_LEA02,87,56,6,0
2025-09-22,S016,SKU_LEA03,81,55,6,0
2025-09-22,S016,SKU_LEA04,86,59,8,0
2025-09-22,S016,SKU_BAN01,117,72,5,0
2025-09-22,S016,SKU_BAN02,113,77,7,0
2025-09-22,S016,SKU_BAN03,111,75,7,0
2025-09-22,S016,SKU_BAN04,107,76,4,0
2025-09-22,S016,SKU_CIT01,50,36,0,0
2025-09-22,S016,SKU_CIT02,56,36,1,0
2025-09-22,S016,SKU_CIT03,57,40,1,0
2025-09-22,S016,SKU_CIT04,58,38,1,0
2025-09-22,S016,SKU_TOM01,102,66,6,0
2025-09-22,S016,SKU_TOM02,101,70,6,0
2025-09-22,S016,SKU_TOM03,106,67,5,0
2025-09-22,S016,SKU_TOM04,115,71,5,0
2025-09-22,S016,SKU_ROO01,83,58,1,0
2025-09-22,S016,SKU_ROO02,82,58,1,0
2025-09-22,S016,SKU_ROO03,90,60,1,0
2025-09-22,S016,SKU_ROO04,96,60,1,0
2025-09-22,S017,SKU_BER01,65,46,6,0
2025-09-22,S017,SKU_BER02,67,44,4,0
2025-09-22,S017,SKU_BER03,62,45,6,0
2025-09-22,S017,SKU_BER04,64,44,5,0
2025-09-22,S017,SKU_LEA01,77,57,5,0
2025-09-22,S017,SKU_LEA02,79,56,6,0
2025-09-22,S017,SKU_LEA03,85,57,7,0
2025-09-22,S017,SKU_LEA04,87,56,6,0
2025-09-22,S017,SKU_BAN01,119,76,5,0
2025-09-22,S017,SKU_BAN02,109,77,6,0
2025-09-22,S017,SKU_BAN03,112,78,6,0
2025-09-22,S017,SKU_BAN04,105,72,5,0
2025-09-22,S017,SKU_CIT01,61,37,1,0
2025-09-22,S017,SKU_CIT02,56,36,1,0
2025-09-22,S017,SKU_CIT03,54,37,1,0
2025-09-22,S017,SKU_CIT04,51,38,1,0
2025-09-22,S017,SKU_TOM01,92,67,5,0
2025-09-22,S017,SKU_TOM02,101,70,4,0
2025-09-22,S017,SKU_TOM03,101,71,4,0
2025-09-22,S017,SKU_TOM04,109,70,4,0
2025-09-22,S017,SKU_ROO01,87,60,1,0
2025-09-22,S017,SKU_ROO02,94,61,2,0
2025-09-22,S017,SKU_ROO03,95,61,1,0
2025-09-22,S017,SKU_ROO04,87,60,1,0
2025-09-22,S018,SKU_BER01,71,48,5,0
2025-09-22,S018,SKU_BER02,65,44,4,0
2025-09-22,S018,SKU_BER03,62,45,4,0
2025-09-22,S018,SKU_BER04,63,43,5,0
2025-09-22,S018,SKU_LEA01,79,56,7,0
2025-09-22,S018,SKU_LEA02,77,58,7,0
2025-09-22,S018,SKU_LEA03,76,54,6,0
2025-09-22,S018,SKU_LEA04,82,54,6,0
2025-09-22,S018,SKU_BAN01,118,78,6,0
2025-09-22,S018,SKU_BAN02,106,76,4,0
2025-09-22,S018,SKU_BAN03,118,76,6,0
2025-09-22,S018,SKU_BAN04,109,74,5,0
2025-09-22,S018,SKU_CIT01,55,36,0,0
2025-09-22,S018,SKU_CIT02,59,36,1,0
2025-09-22,S018,SKU_CIT03,57,39,1,0
2025-09-22,S018,SKU_CIT04,56,40,1,0
2025-09-22,S018,SKU_TOM01,98,68,5,0
2025-09-22,S018,SKU_TOM02,96,66,4,0
2025-09-22,S018,SKU_TOM03,103,71,5,0
2025-09-22,S018,SKU_TOM04,99,66,6,0
2025-09-22,S018,SKU_ROO01,93,63,2,0
2025-09-22,S018,SKU_ROO02,84,57,2,0
2025-09-22,S018,SKU_ROO03,76,60,1,0
2025-09-22,S018,SKU_ROO04,91,61,2,0
2025-09-22,S019,SKU_BER01,63,44,4,0
2025-09-22,S019,SKU_BER02,70,47,6,0
2025-09-22,S019,SKU_BER03,56,43,4,0
2025-09-22,S019,SKU_BER04,61,44,5,0
2025-09-22,S019,SKU_LEA01,72,57,6,0
2025-09-22,S019,SKU_LEA02,77,56,5,0
2025-09-22,S019,SKU_LEA03,84,55,8,0
2025-09-22,S019,SKU_LEA04,82,54,8,0
2025-09-22,S019,SKU_BAN01,117,76,6,0
2025-09-22,S019,SKU_BAN02,106,77,4,0
2025-09-22,S019,SKU_BAN03,113,78,6,0
2025-09-22,S019,SKU_BAN04,117,78,6,0
2025-09-22,S019,SKU_CIT01,54,39,1,0
2025-09-22,S019,SKU_CIT02,54,36,1,0
2025-09-22,S019,SKU_CIT03,56,39,1,0
2025-09-22,S019,SKU_CIT04,54,37,1,0
2025-09-22,S019,SKU_TOM01,95,66,3,0
2025-09-22,S019,SKU_TOM02,93,67,4,0
2025-09-22,S019,SKU_TOM03,92,68,4,0
2025-09-22,S019,SKU_TOM04,100,69,6,0
2025-09-22,S019,SKU_ROO01,90,62,2,0
2025-09-22,S019,SKU_ROO02,99,60,2,0
2025-09-22,S019,SKU_ROO03,87,63,2,0
2025-09-22,S019,SKU_ROO04,94,59,2,0
2025-09-22,S020,SKU_BER01,69,47,5,0
2025-09-22,S020,SKU_BER02,59,43,6,0
2025-09-22,S020,SKU_BER03,67,46,6,0
2025-09-22,S020,SKU_BER04,64,43,5,0
2025-09-22,S020,SKU_LEA01,85,56,6,0
2025-09-22,S020,SKU_LEA02,86,59,6,0
2025-09-22,S020,SKU_LEA03,78,58,6,0
2025-09-22,S020,SKU_LEA04,77,58,7,0
2025-09-22,S020,SKU_BAN01,109,78,6,0
2025-09-22,S020,SKU_BAN02,115,78,7,0
2025-09-22,S020,SKU_BAN03,114,77,5,0
2025-09-22,S020,SKU_BAN04,115,75,6,0
2025-09-22,S020,SKU_CIT01,57,36,1,0
2025-09-22,S020,SKU_CIT02,55,38,0,0
2025-09-22,S020,SKU_CIT03,61,39,1,0
2025-09-22,S020,SKU_CIT04,61,40,1,0
2025-09-22,S020,SKU_TOM01,98,64,4,0
2025-09-22,S020,SKU_TOM02,100,70,4,0
2025-09-22,S020,SKU_TOM03,105,70,4,0
2025-09-22,S020,SKU_TOM04,102,70,5,0
2025-09-22,S020,SKU_ROO01,97,60,1,0
2025-09-22,S020,SKU_ROO02,85,57,1,0
2025-09-22,S020,SKU_ROO03,93,59,2,0
2025-09-22,S020,SKU_ROO04,100,60,1,0
2025-09-23,S001,SKU_BER01,48,0,3,0
2025-09-23,S001,SKU_BER02,51,0,4,0
2025-09-23,S001,SKU_BER03,52,0,4,0
2025-09-23,S001,SKU_BER04,54,0,5,0
2025-09-23,S001,SKU_LEA01,50,0,5,0
2025-09-23,S001,SKU_LEA02,63,0,6,0
2025-09-23,S001,SKU_LEA03,56,0,5,0
2025-09-23,S001,SKU_LEA04,59,0,4,0
2025-09-23,S001,SKU_BAN01,91,0,5,0
2025-09-23,S001,SKU_BAN02,89,0,4,0
2025-09-23,S001,SKU_BAN03,83,0,4,0
2025-09-23,S001,SKU_BAN04,76,0,4,0
2025-09-23,S001,SKU_CIT01,40,0,0,0
2025-09-23,S001,SKU_CIT02,42,0,0,0
2025-09-23,S001,SKU_CIT03,48,0,0,0
2025-09-23,S001,SKU_CIT04,42,0,1,0
2025-09-23,S001,SKU_TOM01,72,0,4,0
2025-09-23,S001,SKU_TOM02,80,0,4,0
2025-09-23,S001,SKU_TOM03,76,0,3,0
2025-09-23,S001,SKU_TOM04,72,0,4,0
2025-09-23,S001,SKU_ROO01,70,0,1,0
2025-09-23,S001,SKU_ROO02,72,0,1,0
2025-09-23,S001,SKU_ROO03,69,0,1,0
2025-09-23,S001,SKU_ROO04,71,0,1,0
2025-09-23,S002,SKU_BER01,55,0,4,0
2025-09-23,S002,SKU_BER02,56,0,4,0
2025-09-23,S002,SKU_BER03,49,0,4,0
2025-09-23,S002,SKU_BER04,46,0,3,0
2025-09-23,S002,SKU_LEA01,56,0,4,0
2025-09-23,S002,SKU_LEA02,73,0,5,0
2025-09-23,S002,SKU_LEA03,55,0,4,0
2025-09-23,S002,SKU_LEA04,61,0,4,0
2025-09-23,S002,SKU_BAN01,87,0,5,0
2025-09-23,S002,SKU_BAN02,93,0,4,0
2025-09-23,S002,SKU_BAN03,86,0,3,0
2025-09-23,S002,SKU_BAN04,78,0,4,0
2025-09-23,S002,SKU_CIT01,47,0,0,0
2025-09-23,S002,SKU_CIT02,43,0,0,0
